SEXO Sexo de la persona entrevistada;EDAD Edad de la persona entrevistada;P1 Grado de preocupación por el cambio climático;RECUVOTOG1R Recuerdo de voto en las elecciones generales de 2023 de los votantes [recodificada];ESCIDEOL Escala de autoubicación ideológica (1-10);NIVELESTENTREV Nivel de estudios alcanzado por la persona entrevistada;RELIGION Religiosidad de la persona entrevistada;ECIVIL Estado civil de la persona entrevistada;SITLAB Situación laboral de la persona entrevistada;RELALAB Situación profesional de la persona entrevistada;CNO11 Ocupación de la persona entrevistada;INGRESHOG Nivel de ingresos netos del hogar
Mujer;55;Nada;VOX;7;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Profesionales, científicos e intelectuales;De 1.801 a 2.700 €
Mujer;74;Bastante;VOX;10 Derecha;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a practicante;Viudo/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;38;Poco;Sumar;5;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;Menos de 1.100 €
Mujer;74;Bastante;PSOE;5;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Ateo/a (niegan la existencia de Dios) ;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Hombre;50;Bastante;PP;7;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabaja;Otra situación;Profesionales, científicos e intelectuales;Más de 5.000 €
Mujer;78;Nada;PP;6;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a practicante;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Mujer;52;Bastante;PP;6;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Mujer;20;Bastante;Sumar;1 Izquierda;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Estudiante ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;49;Mucho;Sumar;1 Izquierda;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 3.901 a 5.000 €
Hombre;35;Bastante;Sumar;3;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 1.100 a 1.800 €
Hombre;21;Mucho;Sumar;1 Izquierda;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;Más de 5.000 €
Hombre;56;N.C.;VOX;10 Derecha;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;N.C.
Hombre;67;Mucho;Sumar;3;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a practicante;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Mujer;35;Poco;VOX;10 Derecha;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a practicante;Soltero/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Directores/as y gerentes;De 1.100 a 1.800 €
Hombre;46;Mucho;PSOE;4;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a practicante;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Agricultores/as y trabajadores/as cualificados/as agropecuarios, forestales y pesqueros/as;De 3.901 a 5.000 €
Mujer;48;Bastante;PSOE;1 Izquierda;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a no practicante;Divorciado/a;En paro y ha trabajado antes ;N.P.;N.P.;Menos de 1.100 €
Mujer;63;(NO LEER) Regular;PSOE;N.S.;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Divorciado/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;44;Mucho;PSOE;4;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 2.701 a 3.900 €
Hombre;56;Bastante;PSOE;1 Izquierda;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Separado/a;Trabaja;Asalariado/a por cuenta ajena;Operadores/as de instalaciones y máquinas y ensambladores/as;De 1.100 a 1.800 €
Mujer;25;Mucho;VOX;5;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;Menos de 1.100 €
Mujer;41;Bastante;PP;N.C.;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;83;Mucho;PSOE;2;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Separado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Mujer;36;Bastante;PP;5;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Hombre;66;Mucho;PSOE;1 Izquierda;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Indiferente, no creyente;Divorciado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;87;Mucho;PSOE;3;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Hombre;76;Bastante;PP;9;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Mujer;50;Bastante;PSOE;3;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Ateo/a (niegan la existencia de Dios) ;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;De 2.701 a 3.900 €
Mujer;55;Bastante;PSOE;3;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;Más de 5.000 €
Hombre;88;Mucho;PSOE;4;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;80;Bastante;PP;6;Educación Primaria (Educación Primaria de LOGSE, 5º curso de EGB, enseñanza primaria antigua) ;Católico/a no practicante;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;Menos de 1.100 €
Hombre;39;Mucho;PSOE;3;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Ocupaciones militares y cuerpos policiales;De 2.701 a 3.900 €
Hombre;50;Bastante;PSOE;3;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 3.901 a 5.000 €
Mujer;49;Mucho;PSOE;7;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Indiferente, no creyente;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;De 1.801 a 2.700 €
Hombre;42;Mucho;PP;7;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;Trabaja;Empresario/a o profesional con asalariados/as;Técnicos/as y profesionales de nivel medio;De 2.701 a 3.900 €
Hombre;44;Mucho;Sumar;1 Izquierda;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 3.901 a 5.000 €
Mujer;79;Bastante;PSOE;1 Izquierda;Educación Primaria (Educación Primaria de LOGSE, 5º curso de EGB, enseñanza primaria antigua) ;Católico/a no practicante;Viudo/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;N.S.
Mujer;24;Bastante;PP;6;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Católico/a no practicante;Soltero/a;Estudiante ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;29;Mucho;Sumar;3;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.801 a 2.700 €
Mujer;69;Bastante;PP;8;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;84;N.S.;PSOE;10 Derecha;N.P.;Católico/a no practicante;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;82;Bastante;PSOE;5;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Creyente de otra religión;Separado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;48;Mucho;PSOE;4;"Arquitectura/Ingeniería Técnica (aparejador/a; peritos/as) ";Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 3.901 a 5.000 €
Hombre;76;Bastante;PP;7;Educación Primaria (Educación Primaria de LOGSE, 5º curso de EGB, enseñanza primaria antigua) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;46;Mucho;Sumar;3;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Hombre;52;Bastante;PSOE;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Indiferente, no creyente;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;65;Poco;PP;7;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a practicante;Viudo/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 1.801 a 2.700 €
Hombre;52;Mucho;PP;6;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Separado/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 2.701 a 3.900 €
Mujer;60;Bastante;PSOE;1 Izquierda;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Divorciado/a;En paro y ha trabajado antes ;N.P.;N.P.;Menos de 1.100 €
Mujer;52;Bastante;Sumar;4;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a practicante;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;58;Mucho;PP;8;Arquitectura/Ingeniería;Católico/a no practicante;Soltero/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Hombre;62;Bastante;PSOE;7;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Creyente de otra religión;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;N.C.
Mujer;76;Nada;PSOE;5;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;22;Mucho;VOX;1 Izquierda;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 1.801 a 2.700 €
Mujer;44;Mucho;Sumar;3;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Directores/as y gerentes;De 1.100 a 1.800 €
Mujer;56;Poco;PP;7;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;Más de 5.000 €
Mujer;35;Bastante;PSOE;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Creyente de otra religión;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 1.801 a 2.700 €
Hombre;19;Nada;PSOE;6;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Indiferente, no creyente;Soltero/a;Estudiante ;N.P.;N.P.;Más de 5.000 €
Mujer;32;Bastante;PP;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 1.801 a 2.700 €
Mujer;56;Bastante;PSOE;1 Izquierda;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a practicante;Soltero/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;40;Mucho;PSOE;3;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Soltero/a;En paro y ha trabajado antes ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;75;Bastante;PP;8;Educación Primaria (Educación Primaria de LOGSE, 5º curso de EGB, enseñanza primaria antigua) ;Católico/a practicante;Viudo/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;Menos de 1.100 €
